nctid,neoplasm_category,neoplasm
NCT00618982,Neoplasms by Histologic Type,Carcinoma
NCT02290782,Neoplasms by Site,Breast Neoplasms
NCT00169182,Neoplasms by Site,Laryngeal Neoplasms
NCT05486182,Neoplasms by Site,Breast Neoplasms
NCT02568982,Neoplasms by Site,Pituitary Neoplasms
NCT02568982,Neoplasms by Histologic Type,ACTH-Secreting Pituitary Adenoma
NCT02464982,Neoplasms by Site,Breast Neoplasms
NCT00886782,Neoplastic Processes,Neoplasm Metastasis
NCT04000282,Neoplasms by Histologic Type,Multiple Myeloma
NCT06501482,Neoplasms by Site,Liver Neoplasms
NCT06501482,Neoplastic Processes,Neoplasm Metastasis
NCT05140382,Neoplasms by Histologic Type,Lymphoma
NCT00492882,Cysts,Polycystic Ovary Syndrome
NCT04546282,Neoplasms by Site,Lung Neoplasms
NCT04884282,Neoplasms by Site,Lung Neoplasms
NCT04833582,Neoplasms by Histologic Type,Osteosarcoma
NCT02204982,Neoplasms by Histologic Type,Lymphoma
NCT03001882,Neoplasms by Site,Lung Neoplasms
NCT01939327,Neoplasms by Histologic Type,Lymphoma
NCT01832727,Neoplasms by Histologic Type,Multiple Myeloma
NCT04818476,Neoplasms by Site,Esophageal Neoplasms
NCT04818476,Neoplasms by Histologic Type,Adenocarcinoma
NCT04818476,Precancerous Conditions,Barrett Esophagus
NCT04655976,Neoplasms by Site,Lung Neoplasms
NCT03077776,Neoplasms by Site,Triple Negative Breast Neoplasms
NCT02998476,Neoplasms by Histologic Type,Lymphoma
NCT00079027,Neoplasms by Site,Liver Neoplasms
NCT00079027,Neoplasms by Histologic Type,Carcinoma
NCT00696527,Neoplasms by Site,Breast Neoplasms
NCT02246127,Neoplasms by Histologic Type,Neuroendocrine Tumors
NCT06536127,Neoplasms by Site,Rectal Neoplasms
NCT01492127,Neoplasms by Site,Liver Neoplasms
NCT01492127,Neoplasms by Histologic Type,Carcinoma
NCT05204927,Neoplasms by Site,Prostatic Neoplasms
NCT03395327,Neoplasms by Site,Breast Neoplasms
NCT00387127,Neoplasms by Site,Head and Neck Neoplasms
NCT05782127,Precancerous Conditions,Preleukemia
NCT01314027,Neoplasms by Site,Pancreatic Neoplasms
NCT03132727,Neoplasms by Site,Hypopharyngeal Neoplasms
NCT03132727,Neoplasms by Histologic Type,Carcinoma
NCT01572727,Neoplasms by Site,Breast Neoplasms
NCT05415527,Neoplasms by Site,Ovarian Neoplasms
NCT05415527,Neoplasms by Histologic Type,Carcinoma
NCT03091127,Neoplasms by Histologic Type,Multiple Myeloma
NCT02672527,Neoplasms by Histologic Type,Sarcoma
NCT04675827,Neoplasms by Site,Breast Neoplasms
NCT02000427,Neoplasms by Histologic Type,Leukemia
NCT05009927,Neoplasms by Site,Gastrointestinal Neoplasms
NCT05009927,Neoplasms by Histologic Type,Gastrointestinal Stromal Tumors
NCT06146127,Neoplasms by Histologic Type,Cholangiocarcinoma
NCT01360827,Neoplasms by Site,Head and Neck Neoplasms
NCT01360827,Neoplasms by Histologic Type,Carcinoma
NCT03846427,Neoplasms by Histologic Type,Lymphoma
NCT02893527,Neoplasms by Site,Breast Neoplasms
NCT04716127,Neoplasms by Site,Uterine Cervical Neoplasms
NCT04716127,Neoplasms by Histologic Type,Papilloma
NCT04444882,Neoplasms by Site,Breast Neoplasms
NCT03454282,Neoplasms by Site,Skin Neoplasms
NCT03454282,Neoplasms by Histologic Type,Melanoma
NCT03030131,Neoplasms by Site,Lung Neoplasms
NCT06550531,Neoplasms by Histologic Type,Papilloma
NCT04521231,Neoplasms by Histologic Type,Leukemia
NCT00967031,Neoplasms by Site,Breast Neoplasms
NCT02300831,Neoplasms by Site,Lung Neoplasms
NCT00716482,Neoplasms by Site,Breast Neoplasms
NCT00180882,Neoplasms by Histologic Type,Burkitt Lymphoma
NCT00003682,Neoplasms by Site,Prostatic Neoplasms
NCT02896582,Neoplasms by Histologic Type,Lymphoma
NCT04790682,Neoplasms by Site,Lung Neoplasms
NCT06813573,Neoplasms by Histologic Type,Lymphoma
NCT04200131,Cysts,Cysts
NCT05054231,Neoplasms by Site,Hematologic Neoplasms
NCT03481231,Neoplasms by Histologic Type,Glioblastoma
NCT01060982,Neoplasms by Site,Parathyroid Neoplasms
NCT01060982,Neoplasms by Histologic Type,Adenoma
NCT03689231,Neoplasms by Site,Liver Neoplasms
NCT03689231,Neoplasms by Histologic Type,Neuroendocrine Tumors
NCT03689231,Neoplastic Processes,Neoplasm Metastasis
NCT03257631,Neoplasms by Site,Brain Neoplasms
NCT03257631,Neoplasms by Histologic Type,Medulloblastoma
NCT06046131,Neoplasms by Site,Prostatic Neoplasms
NCT06046131,Neoplastic Processes,Neoplasm Metastasis
NCT04899882,Neoplasms by Histologic Type,Leukemia
NCT01613482,Neoplasms by Site,Breast Neoplasms
NCT00483782,Neoplasms by Site,Ovarian Neoplasms
NCT00483782,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT02116582,Neoplasms by Site,Prostatic Neoplasms
NCT02228382,Neoplasms by Histologic Type,Leukemia
NCT01366131,Neoplasms by Site,Lung Neoplasms
NCT03842982,Neoplasms by Site,Ovarian Neoplasms
NCT03842982,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT03447431,Neoplasms by Site,Colorectal Neoplasms
NCT00720031,Neoplasms by Site,Skin Neoplasms
NCT00720031,Neoplasms by Histologic Type,Melanoma
NCT01102231,Neoplasms by Site,Lung Neoplasms
NCT03778931,Neoplasms by Site,Breast Neoplasms
NCT03156582,Neoplasms by Site,Liver Neoplasms
NCT03156582,Neoplasms by Histologic Type,Carcinoma
NCT05675982,Neoplasms by Histologic Type,Lymphoma
NCT04913220,Neoplasms by Site,Skin Neoplasms
NCT04913220,Neoplasms by Histologic Type,Melanoma
NCT03254420,Neoplasms by Site,Prostatic Neoplasms
NCT02830620,Neoplasms by Site,Pancreatic Neoplasms
NCT02659020,Neoplasms by Histologic Type,Sarcoma
NCT00796120,Neoplasms by Histologic Type,Sarcoma
NCT04021420,Neoplasms by Site,Brain Neoplasms
NCT04021420,Neoplasms by Histologic Type,Melanoma
NCT05850520,Neoplastic Processes,Neoplasm Metastasis
NCT02278120,Neoplasms by Site,Breast Neoplasms
NCT02473120,Neoplasms by Site,Breast Neoplasms
NCT04343820,Neoplasms by Site,Breast Neoplasms
NCT05455320,Neoplasms by Histologic Type,Multiple Myeloma
NCT03357120,Neoplasms by Site,Breast Neoplasms
NCT04648020,Neoplasms by Site,Oropharyngeal Neoplasms
NCT05623020,Neoplasms by Histologic Type,Multiple Myeloma
NCT06200220,Neoplasms by Histologic Type,Waldenstrom Macroglobulinemia
NCT05513820,Neoplasms by Site,Prostatic Neoplasms
NCT02066220,Neoplasms by Site,Brain Neoplasms
NCT02066220,Neoplasms by Histologic Type,Medulloblastoma
NCT06218420,Neoplasms by Site,Liver Neoplasms
NCT06218420,Neoplasms by Histologic Type,Carcinoma
NCT00006120,Neoplasms by Site,Breast Neoplasms
NCT05563220,Neoplasms by Site,Breast Neoplasms
NCT04675320,Neoplasms by Site,Ovarian Neoplasms
NCT04675320,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT04174820,Neoplasms by Site,Infratentorial Neoplasms
NCT04174820,Neoplasms by Histologic Type,Medulloblastoma
NCT02672020,Neoplasms by Site,Adrenal Gland Neoplasms
NCT01976182,Neoplasms by Histologic Type,Leukemia
NCT01904682,Precancerous Conditions,Preleukemia
NCT03324282,Neoplasms by Site,Urinary Bladder Neoplasms
NCT03324282,Neoplasms by Histologic Type,Carcinoma
NCT01700582,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT04011982,Neoplasms by Site,Pancreatic Neoplasms
NCT00140582,Neoplasms by Histologic Type,Lymphoma
NCT06474182,Neoplasms by Histologic Type,Multiple Myeloma
NCT06062082,Neoplasms by Site,Adrenocortical Adenoma
NCT06062082,Neoplasms by Histologic Type,Adenoma
NCT01057589,Neoplasms by Site,Head and Neck Neoplasms
NCT04889729,Precancerous Conditions,Preleukemia
NCT03553329,Neoplasms by Site,Skin Neoplasms
NCT03553329,Neoplasms by Histologic Type,Melanoma
NCT04701229,Precancerous Conditions,Preleukemia
NCT00760929,Neoplasms by Site,Lung Neoplasms
NCT00761280,Neoplasms by Histologic Type,Glioblastoma
NCT03114280,Neoplasms by Site,Head and Neck Neoplasms
NCT03114280,Neoplasms by Histologic Type,Carcinoma
NCT03896880,Neoplasms by Site,Hematologic Neoplasms
NCT00199680,Neoplasms by Site,Uterine Cervical Neoplasms
NCT04523389,Neoplasms by Site,Colorectal Neoplasms
NCT00003989,Neoplasms by Site,Lung Neoplasms
NCT00003989,Neoplasms by Histologic Type,Melanoma
NCT02973789,Neoplasms by Site,Lung Neoplasms
NCT00554229,Neoplasms by Site,Prostatic Neoplasms
NCT00545129,Neoplastic Processes,Neoplasm Metastasis
NCT00896480,Neoplasms by Site,Skin Neoplasms
NCT00896480,Neoplasms by Histologic Type,Melanoma
NCT04879680,Neoplasms by Site,Breast Neoplasms
NCT04705389,Neoplasms by Histologic Type,"Carcinoma, Merkel Cell"
NCT01313689,Neoplasms by Histologic Type,Leukemia
NCT05967689,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT06079229,Neoplasms by Site,Pancreatic Neoplasms
NCT03654729,Neoplasms by Site,Colorectal Neoplasms
NCT01006980,Neoplasms by Site,Skin Neoplasms
NCT01006980,Neoplasms by Histologic Type,Melanoma
NCT03824080,Precancerous Conditions,Preleukemia
NCT02735980,Neoplasms by Site,Lung Neoplasms
NCT00187980,Neoplasms by Site,Lung Neoplasms
NCT00975429,Neoplasms by Site,Prostatic Neoplasms
NCT02110329,Neoplasms by Site,Colorectal Neoplasms
NCT00699829,Neoplasms by Histologic Type,Carcinoma
NCT06116929,Neoplasms by Histologic Type,Hodgkin Disease
NCT01941680,Neoplasms by Histologic Type,Lymphoma
NCT06385080,Neoplasms by Site,Head and Neck Neoplasms
NCT06385080,Neoplasms by Histologic Type,Carcinoma
NCT02313389,Neoplasms by Histologic Type,Lymphoma
NCT06461689,Neoplasms by Site,Prostatic Neoplasms
NCT05459129,Neoplasms by Site,Head and Neck Neoplasms
NCT05459129,Neoplasms by Histologic Type,Carcinoma
NCT06094829,Neoplasms by Histologic Type,"Carcinoma, Squamous Cell"
NCT00952029,Neoplasms by Site,Colorectal Neoplasms
NCT01897480,Neoplasms by Site,"Carcinoma, Non-Small-Cell Lung"
NCT05023980,Neoplasms by Histologic Type,Lymphoma
NCT02757989,Precancerous Conditions,Preleukemia
NCT01331629,Neoplasms by Site,Breast Neoplasms
NCT00737529,Neoplasms by Histologic Type,Lymphoma
NCT05330429,Neoplasms by Site,Colorectal Neoplasms
NCT01867229,Neoplasms by Site,Breast Neoplasms
NCT03740529,Neoplasms by Histologic Type,Lymphoma
NCT04191980,Neoplasms by Site,Prostatic Neoplasms
NCT02195180,Neoplasms by Site,Pancreatic Neoplasms
NCT02195180,Neoplasms by Histologic Type,Adenocarcinoma
NCT00523380,Neoplasms by Site,Ovarian Neoplasms
NCT00523380,Neoplasms by Histologic Type,"Carcinoma, Ovarian Epithelial"
NCT05417789,Neoplasms by Histologic Type,Giant Cell Tumors
NCT01949129,Neoplasms by Histologic Type,Leukemia
NCT04012229,Neoplasms by Site,Breast Neoplasms
NCT03109080,Neoplasms by Site,Triple Negative Breast Neoplasms
NCT02012829,Neoplasms by Site,Colorectal Neoplasms
NCT02413580,Neoplasms by Site,Myasthenia Gravis
NCT02413580,Paraneoplastic Syndromes,Paraneoplastic Syndromes
NCT05669989,Neoplasms by Histologic Type,Multiple Myeloma
NCT04139889,Neoplasms by Histologic Type,Leiomyoma
NCT04826029,Neoplasms by Site,Ovarian Neoplasms
NCT00094029,Neoplasms by Site,Gastrointestinal Neoplasms
NCT00094029,Neoplasms by Histologic Type,Gastrointestinal Stromal Tumors
NCT01386580,Neoplasms by Site,Brain Neoplasms
NCT01386580,Neoplasms by Histologic Type,Glioma
NCT01386580,Neoplastic Processes,Neoplasm Metastasis
NCT02520492,Neoplasms by Histologic Type,Glioma
NCT04956692,Neoplasms by Site,Lung Neoplasms
NCT03630692,Neoplasms by Site,Kidney Neoplasms
NCT03630692,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
NCT03710876,Neoplasms by Site,Lung Neoplasms
NCT03710876,Neoplasms by Histologic Type,Mesothelioma
NCT05044676,Neoplasms by Site,Liver Neoplasms
NCT05044676,Neoplasms by Histologic Type,Carcinoma
NCT04093362,Neoplasms by Histologic Type,Cholangiocarcinoma
NCT02425891,Neoplasms by Site,Breast Neoplasms
NCT05208762,Neoplasms by Site,Stomach Neoplasms
NCT05208762,Neoplasms by Histologic Type,Carcinoma
NCT00503594,Neoplasms by Histologic Type,Lymphoma
NCT00351494,Neoplasms by Histologic Type,Myoma
NCT01368094,Neoplasms by Site,Pancreatic Neoplasms
NCT01208194,Neoplasms by Site,Colorectal Neoplasms
NCT01208194,Neoplasms by Histologic Type,Carcinoma
NCT02221076,Neoplasms by Site,Ovarian Neoplasms
NCT02221076,Neoplasms by Histologic Type,Carcinoma in Situ
NCT05199376,Neoplasms by Site,Peripheral Nervous System Neoplasms
NCT05199376,Neoplasms by Histologic Type,Neurofibromatoses
NCT05199376,"Neoplastic Syndromes, Hereditary","Neoplastic Syndromes, Hereditary"
NCT03750994,Neoplasms by Site,Hematologic Neoplasms
NCT04485260,Neoplasms by Site,Polycythemia Vera
NCT04927260,Neoplasms by Site,Gastrointestinal Neoplasms
NCT04927260,Neoplasms by Histologic Type,Gastrointestinal Stromal Tumors
NCT02227576,Neoplasms by Histologic Type,Glioblastoma
NCT06813976,Neoplasms by Histologic Type,Adenocarcinoma
NCT03961776,Neoplasms by Site,Rectal Neoplasms
NCT03961776,Neoplasms by Histologic Type,Adenocarcinoma
NCT06646276,Neoplasms by Site,Lung Neoplasms
NCT03097276,Neoplasms by Site,Colorectal Neoplasms
NCT02842294,Neoplasms by Site,Colorectal Neoplasms
NCT02379260,Neoplasms by Site,Prostatic Neoplasms
NCT00863460,Neoplasms by Histologic Type,Lymphoma
NCT04307576,Neoplasms by Histologic Type,Leukemia
NCT05373394,Neoplasms by Histologic Type,Glioma
NCT04650594,Neoplasms by Site,Bone Neoplasms
NCT04408560,Neoplasms by Site,Breast Neoplasms
NCT03458260,Neoplasms by Histologic Type,Lymphoma
NCT02075060,Neoplasms by Site,Urinary Bladder Neoplasms
NCT02075060,Neoplasms by Histologic Type,Non-Muscle Invasive Bladder Neoplasms
NCT00600860,Precancerous Conditions,Preleukemia
NCT00256776,Neoplasms by Histologic Type,Multiple Myeloma
NCT00144976,Neoplasms by Site,Head and Neck Neoplasms
NCT00144976,Neoplasms by Histologic Type,"Carcinoma, Squamous Cell"
NCT03528694,Neoplasms by Site,Urinary Bladder Neoplasms
NCT03528694,Neoplasms by Histologic Type,Non-Muscle Invasive Bladder Neoplasms
NCT02580994,Neoplasms by Site,Lung Neoplasms
NCT00531960,Neoplasms by Site,Lung Neoplasms
NCT05640960,Neoplasms by Histologic Type,Sarcoma
NCT02924376,Neoplasms by Histologic Type,Cholangiocarcinoma
NCT04142476,Neoplasms by Site,Breast Neoplasms
NCT02400476,Neoplasms by Site,Breast Neoplasms
NCT04732494,Neoplasms by Site,Esophageal Neoplasms
NCT04732494,Neoplasms by Histologic Type,Carcinoma
NCT01633060,Neoplasms by Site,Breast Neoplasms
NCT06537960,Neoplasms by Site,Urinary Bladder Neoplasms
NCT01872260,Neoplasms by Site,Breast Neoplasms
NCT02485860,Cysts,Cysts
NCT01466660,Neoplasms by Site,Lung Neoplasms
NCT01466660,Neoplasms by Histologic Type,Adenocarcinoma
NCT00003260,Neoplasms by Site,Colorectal Neoplasms
NCT03926260,Neoplasms by Site,Lung Neoplasms
NCT04937660,Neoplasms by Site,Breast Neoplasms
NCT01685060,Neoplasms by Site,Lung Neoplasms
NCT01729676,Neoplasms by Site,Prostatic Neoplasms
NCT05744076,Neoplasms by Site,Skin Neoplasms
NCT05744076,Neoplasms by Histologic Type,Melanoma
NCT06153576,Neoplasms by Site,Bone Neoplasms
NCT06153576,Neoplasms by Histologic Type,Plasmacytoma
NCT00424229,Precancerous Conditions,Preleukemia
NCT03506529,Neoplasms by Site,Anus Neoplasms
NCT01551680,Neoplasms by Site,Brain Neoplasms
NCT01551680,Neoplastic Processes,Neoplasm Metastasis
NCT03475680,Neoplasms by Site,Colonic Neoplasms
NCT05081180,Neoplasms by Site,Nervous System Neoplasms
NCT04866680,Neoplasms by Site,Skin Neoplasms
NCT04866680,Neoplasms by Histologic Type,Melanoma
NCT05192980,Neoplasms by Histologic Type,Neuroblastoma
NCT03578380,Neoplasms by Site,Breast Neoplasms
NCT01000480,Neoplasms by Site,Lung Neoplasms
NCT00385580,Neoplasms by Site,Prostatic Neoplasms
NCT01183780,Neoplasms by Site,Colorectal Neoplasms
NCT02927262,Neoplasms by Histologic Type,Leukemia
NCT04842162,Neoplasms by Site,Head and Neck Neoplasms
NCT01709162,Neoplasms by Site,Skin Neoplasms
NCT01709162,Neoplasms by Histologic Type,Melanoma
NCT05017662,Neoplasms by Histologic Type,Neuroendocrine Tumors
NCT00283062,Neoplasms by Site,Prostatic Neoplasms
NCT02156362,Neoplasms by Site,Thyroid Neoplasms
NCT02156362,Neoplasms by Histologic Type,Carcinoma
NCT04920162,Neoplasms by Site,Skin Neoplasms
NCT04920162,Neoplasms by Histologic Type,Melanoma
NCT00149162,Neoplasms by Histologic Type,Leukemia
NCT00010062,Neoplasms by Site,Pancreatic Neoplasms
NCT02981862,Neoplasms by Site,Anus Neoplasms
NCT02942862,Neoplasms by Site,Colonic Neoplasms
NCT01482962,Neoplasms by Histologic Type,Lymphoma
NCT00865189,Neoplasms by Site,Rectal Neoplasms
NCT01516580,Neoplasms by Histologic Type,Lymphoma
NCT06459180,Neoplasms by Site,Uterine Cervical Neoplasms
NCT05771480,Neoplasms by Site,Biliary Tract Neoplasms
NCT03621280,Neoplasms by Site,Pituitary Neoplasms
NCT03621280,Neoplasms by Histologic Type,ACTH-Secreting Pituitary Adenoma
NCT02865889,Neoplasms by Site,Uterine Cervical Neoplasms
NCT01412489,Neoplasms by Histologic Type,Myoma
NCT01621529,Neoplasms by Histologic Type,"Carcinoma, Ductal"
NCT01715129,Neoplasms by Site,Prostatic Neoplasms
NCT05910229,Neoplasms by Site,Prostatic Neoplasms
NCT01677780,Neoplasms by Histologic Type,"Leukemia, Myeloid"
NCT05460780,Neoplasms by Site,Breast Neoplasms
NCT00003729,Neoplasms by Histologic Type,Leukemia
NCT03262129,Neoplasms by Site,Endocrine Gland Neoplasms
NCT03262129,"Neoplasms, Multiple Primary","Neoplasms, Multiple Primary"
NCT03262129,"Neoplastic Syndromes, Hereditary","Neoplastic Syndromes, Hereditary"
NCT01261429,Neoplasms by Histologic Type,Giant Cell Tumors
NCT02576080,Neoplasms by Site,Gastrointestinal Neoplasms
NCT02576080,Neoplasms by Histologic Type,Gastrointestinal Stromal Tumors
NCT04760080,Neoplasms by Site,Skin Neoplasms
NCT04760080,Neoplasms by Histologic Type,Melanoma
NCT02785562,Neoplasms by Site,Lung Neoplasms
NCT01422629,Neoplasms by Histologic Type,Fibroadenoma
NCT02818829,Neoplasms by Histologic Type,Adenocarcinoma
NCT05706129,Neoplasms by Site,Neoplasms by Site
NCT05706129,Neoplasms by Histologic Type,"Carcinoma, Renal Cell"
NCT00378729,Cysts,Polycystic Ovary Syndrome
NCT01685580,Neoplasms by Site,Lung Neoplasms
NCT03898180,Neoplasms by Histologic Type,Carcinoma
NCT06379880,Neoplasms by Site,Breast Neoplasms
NCT03101280,Neoplasms by Site,Triple Negative Breast Neoplasms
NCT02286362,Neoplasms by Site,Breast Neoplasms
NCT03704480,Neoplasms by Histologic Type,Carcinoma
NCT00436280,Neoplasms by Histologic Type,Lymphoma
NCT04253080,Neoplasms by Site,Skin Neoplasms
NCT04253080,Neoplasms by Histologic Type,Melanoma
NCT03090880,Neoplasms by Site,Lung Neoplasms
NCT04042480,Neoplasms by Site,Breast Neoplasms
NCT04042480,Neoplasms by Histologic Type,Mesothelioma
NCT04561362,Neoplasms by Site,Breast Neoplasms
NCT04118062,Neoplasms by Site,Breast Neoplasms
NCT04118062,Neoplasms by Histologic Type,Melanoma
NCT03898791,Neoplasms by Site,Lung Neoplasms
NCT01168791,Neoplasms by Histologic Type,Sarcoma
NCT00974662,Neoplasms by Site,Lung Neoplasms
NCT01843062,Neoplasms by Site,Thyroid Neoplasms
NCT01186991,Neoplasms by Site,Breast Neoplasms
NCT03354962,Neoplasms by Site,Skin Neoplasms
NCT03354962,Neoplasms by Histologic Type,Melanoma
NCT06512662,Neoplasms by Site,Otorhinolaryngologic Neoplasms
NCT01442662,Neoplasms by Histologic Type,Leiomyosarcoma
NCT02413489,Neoplasms by Histologic Type,Lymphoma
NCT04524689,Neoplasms by Site,Lung Neoplasms
NCT03829462,Neoplasms by Site,Colorectal Neoplasms
NCT02103062,Neoplasms by Site,Colorectal Neoplasms
NCT00528567,Neoplasms by Site,Breast Neoplasms
NCT01741662,Neoplasms by Histologic Type,Leukemia
NCT05723562,Neoplasms by Site,Rectal Neoplasms
NCT02149862,Neoplasms by Site,Urinary Bladder Neoplasms
NCT00072462,Neoplasms by Site,Breast Neoplasms
NCT00072462,Neoplasms by Histologic Type,Carcinoma in Situ
NCT00949962,Neoplasms by Site,Prostatic Neoplasms
NCT06767462,Neoplasms by Site,Breast Neoplasms
NCT04446962,Neoplasms by Site,Nervous System Neoplasms
NCT04446962,Neoplasms by Histologic Type,Lymphoma
NCT03150862,Neoplasms by Site,Nervous System Neoplasms
NCT03150862,Neoplasms by Histologic Type,Glioblastoma
