nctid,facility,city,country
NCT04497844,Institut Regional du Cancer de Montpellier Val d'Aurelle,Montpellier,France
NCT04497844,Polyclinique de Gentilly,Nancy,France
NCT04497844,CHU De Poitiers,Poitiers,France
NCT04497844,Centre Hopitalier Inter-Communal De Cornouaille,Quimper,France
NCT04497844,HIA Begin,Saint Mande,France
NCT04497844,Institut de Cancérologie de Loire,Saint-Priest-En-Jarez,France
NCT04497844,Clinique Sainte Anne,Strasbourg,France
NCT04497844,Hopital Foch,Suresnes,France
NCT04497844,CHRU de Tours,Tours,France
NCT00664144,Sanofi- Aventis Administrative Office,Paris,France
NCT06577844,Assistance publique Hopitaux de Marseille - Hopital Nord,Marseille,France
NCT01957644,1230.33.33002 Boehringer Ingelheim Investigational Site,Marseille,France
NCT01957644,1230.33.33001 Boehringer Ingelheim Investigational Site,Paris,France
NCT03619044,Clinique Claude Bernard,Albi,France
NCT03619044,Centre Hospitalier Auch,Auch,France
NCT03619044,Clinique Capio La Croix Du Sud,Quint-Fonsegrives,France
NCT03619044,Centre Hospitalier de Rodez,Rodez,France
NCT03619044,IUCT-O,Toulouse,France
NCT03619044,Clinique Pasteur,Toulouse,France
NCT03875144,Institut réginal du Cancer de Montpellier,Montpellier,France
NCT01660776,Rennes EFS,Rennes,France
NCT01660776,Rennes University Hospital,Rennes,France
NCT01660776,Institut Paoli Calmette,Marseille,France
NCT01660776,Montpellier University Hospital,Montpellier,France
NCT02230176,Gustave Roussy,Villejuif,France
NCT04177576,CHU Angers,Angers,France
NCT04177576,CH Annecy Genevois,Annecy,France
NCT04177576,CH Avignon,Avignon,France
NCT04177576,"CHU Bordeaux, Hématologie Biologique",Bordeaux,France
NCT04177576,"CHU Bordeaux, Hématologie Clinique et Thérapie Cellulaire",Bordeaux,France
NCT04177576,"CHU Bordeaux, Médecine Interne",Bordeaux,France
NCT04177576,Institut Bergonié,Bordeaux,France
NCT04177576,CHRU Brest,Brest,France
NCT04177576,CHU Henri Mondor - APHP,Créteil,France
NCT04177576,CH Dax,Dax,France
NCT04177576,CHU Dijon,Dijon,France
NCT04177576,CHU Limoges,Limoges,France
NCT04177576,Centre Léon Bérard,Lyon,France
NCT04177576,CH Mont de Marsan,Mont-De-Marsan,France
NCT04177576,CHU Nancy,Nancy,France
NCT04177576,Hôpital Européen Georges Pompidou - APHP,Paris,France
NCT04177576,Hôpital Saint-Louis - APHP,Paris,France
NCT04177576,CH Perpignan,Perpignan,France
NCT04177576,CHU Poitiers,Poitiers,France
NCT04177576,CH Rochefort,Rochefort,France
NCT04177576,CH Roubaix,Roubaix,France
NCT04177576,IUCT-Oncopôle,Toulouse,France
NCT04177576,CH Valenciennes,Valenciennes,France
NCT04177576,Hôpital Paul Brousse,Villejuif,France
NCT02994576,Gustave Roussy,Villejuif,France
NCT02994576,Centre Hospitalier de Chauny,Chauny,France
NCT02994576,Centre Marie Lannelongue,Le Plessis Robinson,France
NCT03712176,Hôpital Henry Gabrielle,Saint-Genis-Laval,France
NCT05685173,Gustave Roussy,Villejuif,France
NCT05685173,CHU de Bordeaux,Talence,France
NCT05685173,Hopital Saint Louis,Paris,France
NCT04357873,Institut de Cancérologie de l'Ouest - Site Paul Papin,Angers,France
NCT04357873,Institut Bergonié,Bordeaux,France
NCT04357873,Centre François Baclesse,Caen,France
NCT04357873,Centre Jean Perrin,Clermont-Ferrand,France
NCT04357873,Centre George François Leclerc,Dijon,France
NCT04357873,Centre Oscar Lambret,Lille,France
NCT04357873,Centre Léon Bérard,Lyon,France
NCT04357873,Institut de Cancérologie de Lorraine,Nancy,France
NCT04357873,Institut de Cancérologie de l'Ouest (site René Gauducheau),Nantes,France
NCT04357873,Institut Curie,Paris,France
NCT04357873,Centre Hospitalier Lyon Sud - Hospices Civils de Lyon,Pierre-Bénite,France
NCT04357873,Institut Godinot,Reims,France
NCT04357873,Centre Paul Strauss,Strasbourg,France
NCT04357873,Institut Claudius Regaud,Toulouse,France
NCT02662673,Hospices Civils de Lyon - Hôpital Edouard Herriot,Lyon,France
NCT05732831,CHU de Brest,Brest,France
NCT05732831,Centre Berard Leon,Lyon,France
NCT05732831,Institute Gustav Roussy,Villejuif,France
NCT04336982,Local Institution - 402,Marseille,France
NCT04336982,Local Institution - 401,Pessac,France
NCT04336982,Local Institution - 404,Toulouse,France
NCT02890082,ICO René Gauducheau,Nantes,France
NCT05068973,Centre de radiothérapie Francois Baclesse,Caen,France
NCT05068973,Hopital Saint Joseph,Marseille,France
NCT05068973,Hôpital Privé Clairval-Ramsay Santé,Marseille,France
NCT05068973,CHU Rouen,Rouen,France
NCT05068973,Centre de radiothérapie Henri Becquerel,Rouen,France
NCT00574873,Institut Bergonie,Bordeaux,France
NCT00574873,CHU Caen - Cote de Nacre,Caen,France
NCT00574873,Centre Hospitalier de Versailles Hopital Andre Mignot,Le Chesnay,France
NCT00574873,Hopital EDOUARD HERRIOT,Lyon,France
NCT00574873,Hopital HOTEL DIEU,Nantes,France
NCT00574873,Hospital Archet 1,Nice,France
NCT00574873,Centre d'Investigation Clinique- CIC INSERM802,Poitiers,France
NCT00574873,CHU de Poitiers,Poitiers,France
NCT00574873,Clinique Sainte Anne,Strasbourg,France
NCT00574873,Hopitaux Universitaires de Strasbourg - Hopital Civil,Strasbourg,France
NCT01812031,CHU Amiens,Amiens,France
NCT00003731,Centre Hospitalier Regional de Lille,Lille,France
NCT00003731,CHU de la Timone,Marseille,France
NCT00003731,CHU de Nancy - Hopital Neurologique,Nancy,France
NCT00003731,Hopital Pasteur,Nice,France
NCT00003731,Centre Antoine Lacassagne,Nice,France
NCT00003731,Institut Gustave Roussy,Villejuif,France
NCT05049031,CHU Toulouse,Toulouse,France
NCT04773782,Gustave Roussy,Villejuif,France
NCT04564027,Research Site,Bordeaux,France
NCT04564027,Research Site,Dijon,France
NCT04564027,Research Site,Lyon,France
NCT04564027,Research Site,Vandoeuvre Les Nancy,France
NCT00003627,Centre Oscar Lambret,Lille,France
NCT00003627,Institut J. Paoli and I. Calmettes,Marseille,France
NCT00003627,CHU de la Timone,Marseille,France
NCT00003627,Centre Regional de Lutte Contre le Cancer - Centre Val d'Aurelle,Montpellier,France
NCT00003627,CRLCC Nantes - Atlantique,Nantes-Saint Herblain,France
NCT00003627,Centre Antoine Lacassagne,Nice,France
NCT00003627,Institut Jean Godinot,Reims,France
NCT00003627,Centre Henri Becquerel,Rouen,France
NCT00003627,Centre Rene Huguenin,Saint Cloud,France
NCT00003627,Centre Hospitalier Universitaire Bretonneau de Tours,Tours,France
NCT00003627,Centre Alexis Vautrin,Vandoeuvre-Les-Nancy,France
NCT02450331,ICO Paul Papin; Oncologie Medicale.,Angers,France
NCT02450331,Institut Sainte Catherine;Recherche Clinique,Avignon,France
NCT02450331,Hopital Saint Andre,Bordeaux,France
NCT02450331,Centre Francois Baclesse; Recherche Clinique,Caen,France
NCT02450331,Centre Jean Perrin,Clermont Ferrand,France
NCT02450331,Centre Leon Berard; Departement Oncologie Medicale,Lyon,France
NCT02450331,Centre D'Oncologie de Gentilly; Oncology,Nancy,France
NCT02450331,Centre Antoine Lacassagne,Nice,France
NCT02450331,Hopital Cochin; Unite Fonctionnelle D Oncologie,Paris,France
NCT02450331,Hopital Saint Louis; Oncologie Medicale,Paris,France
NCT02450331,Institut Mutualiste Montsouris; Oncologie,Paris,France
NCT02450331,Hopital Europeen Georges Pompidou; Service D'Oncologie Medicale,Paris,France
NCT02450331,ICO - Site René Gauducheau,Saint Herblain,France
NCT02450331,Institut Claudius Regaud; Departement Oncologie Medicale,Toulouse,France
NCT01956331,Centre Hospitalier D Argenteuil,Argenteuil,France
NCT01956331,Site 12,Aix En Provence,France
NCT01956331,Centre Hospitalier Universitaire,Angers,France
NCT01956331,Centre Hospitalier du Morvan,Brest,France
NCT01956331,Centre François Baclesse,Caen,France
NCT01956331,Centre Hospitalier René Dubos,Cergy-Pontoise,France
NCT01956331,Site 30,Charleville Mezieres,France
NCT01956331,Site 33,Creteil,France
NCT01956331,Site 07,Draguignan,France
NCT01956331,Site 32,Elbeuf,France
NCT01956331,Site 04,Gap,France
NCT01956331,Centre Hospitalier Les Oudairies,La Roche Sur Yon,France
NCT01956331,Site 41,Le Chesnay,France
NCT01956331,Hospital du Cluzeau,Limoges,France
NCT01956331,Centre Hospitalier Régional,Longjumeau,France
NCT01956331,Site 06,Marseille,France
NCT01956331,Site 42,Orleans,France
NCT01956331,Hospital Saint Antoine,Paris,France
NCT01956331,Site 19,Perigueux,France
NCT01956331,Site 20,Rennes,France
NCT01956331,Site 18,Rouen,France
NCT01956331,Site 17,Rouen,France
NCT01956331,Hôpital Yves Le Foll,Saint Brieuc,France
NCT01956331,Site 14,Toulon,France
NCT01956331,Site 11,Villefranche Sur Saone,France
NCT06263231,Centre Leon Berard,Lyon,France
NCT03382327,Service de Chirurgie Digestive - Hôpital Beaujon,Clichy,France
NCT03382327,Hôpital Henri Mondor - Service de Chirurgie Digestive et Hépatobiliaire -,Créteil,France
NCT03382327,Service de Chirurgie Digestive et Transplantation - Hôpital Claude Huriez,Lille,France
NCT03382327,Service de Chirurgie Digestive et Transplantation Hépatique - Hôpital universitaire de la Croix-Rousse,Lyon,France
NCT03382327,Service de Chirurgie Digestive - CH Emile Muller,Mulhouse,France
NCT03382327,Chirurgie Viscérale et Digestive - Polyclinique de Gentilly,Nancy,France
NCT03382327,"Chirurgie Digestive, Hépato-bilio-pancréatique et Transplantation - La Pitié Sâlpêtrière",Paris,France
NCT03382327,Service de Chirurgie Digestive - CHU Robert Debré,Reims,France
NCT03382327,Service de Chirurgie Digestive Hôpital Charles Nicolle - CHU Rouen,Rouen,France
NCT03382327,Institut de Chirurgie Viscérale - Clinique de l'Orangerie,Strasbourg,France
NCT03382327,Service de Chirurgie Digestive et Endocrinienne - Nouvel Hôpital Civil,Strasbourg,France
NCT03382327,Centre Hépato-Biliaire - Hôpital Paul Brousse,Villejuif,France
NCT02400827,CHU de Clermont-Ferrand,Clermont-Ferrand,France
NCT03133273,CHU d'AMIENS,Amiens,France
NCT03133273,Bergonié Institut,Bordeaux,France
NCT03133273,Clinique des Cédres,Brive-La-Gaillarde,France
NCT03133273,CHU de TOURS,Chambray-Lès-Tours,France
NCT03133273,Clermont-Ferrand University Hospital,Clermont-Ferrand,France
NCT03133273,CHu de la Martinique,Fort-De-France,France
NCT03133273,Hospital Center,Guéret,France
NCT03133273,Limoges University Hospital,Limoges,France
NCT03133273,Nimes University Hospital,Nîmes,France
NCT03133273,CHU de POITIERS,Poitiers,France
NCT03133273,CH de Saint Junien,Saint-Junien,France
NCT03133273,Centre Médical MGEN Alfred Leune,Sainte-Feyre,France
NCT03133273,CHU de Strasbourg,Strasbourg,France
NCT06364631,Institut de Cancérologie de l'Ouest - Angers,Angers,France
NCT06364631,CHU Angers,Angers,France
NCT06364631,Institut Sainte Catherine,Avignon,France
NCT06364631,CH de la Côte Basque,Bayonne,France
NCT06364631,Hôpital Jean Minjoz,Besançon,France
NCT06364631,CHU de Bordeaux Hôpital Saint-André,Bordeaux,France
NCT06364631,Centre François Baclesse,Caen,France
NCT06364631,CH Châlon Sur Saône,Chalon Sur Saône,France
NCT06364631,Centre Jean Perrin,Clermont-Ferrand,France
NCT06364631,Hôpital Henri Mondor,Créteil,France
NCT06364631,Centre Georges-François Leclerc,Dijon,France
NCT06364631,CHU Grenoble,Grenoble,France
NCT06364631,CHD Vendée,La Roche-Sur-Yon,France
NCT06364631,Centre Oscar Lambret,Lille,France
NCT06364631,Polyclinique de Limoges,Limoges,France
NCT06364631,Centre Léon Bérard,Lyon,France
NCT06364631,Institut Paoli-Calmettes,Marseille,France
NCT06364631,Institut Régional du Cancer de Montpellier,Montpellier,France
NCT06364631,Centre Antoine Lacassagne,Nice,France
NCT06364631,CHU de Nîmes,Nîmes,France
NCT06364631,Hôpital de la Pitié Salpêtrière,Paris,France
NCT06364631,Hôpital Bichat - Claude Bernard,Paris,France
NCT06364631,Hôpital Tenon,Paris,France
NCT06364631,Hôpital Saint-Louis,Paris,France
NCT06364631,Institut Mutualiste Montsouris,Paris,France
NCT06364631,CH de Pau,Pau,France
NCT06364631,Hospices Civils de Lyon,Pierre-Bénite,France
NCT06364631,CHU Poitiers,Poitiers,France
NCT06364631,Institut Godinot,Reims,France
NCT06364631,Centre Eugène Marquis,Rennes,France
NCT06364631,CHU Saint-Etienne,Saint-Etienne,France
NCT06364631,Institut de Cancérologie de l'Ouest - Saint Herblain,Saint-Herblain,France
NCT06364631,HIA Bégin,Saint-Mandé,France
NCT06364631,CHU Sud Réunion,Saint-Pierre,France
NCT06364631,Institut de cancérologie Strasbourg Europe,Strasbourg,France
NCT06364631,Hôpital Foch,Suresnes,France
NCT06364631,Oncopole Claudius Regaud - IUCT-Oncopole,Toulouse,France
NCT06364631,Hôpital Bretonneau,Tours,France
NCT06364631,Institut de Cancérologie de Lorraine,Vandoeuvre-Les-Nancy,France
NCT06364631,Gustave Roussy,Villejuif,France
NCT00207831,Clinique Sainte Catherine,Avignon,France
NCT00207831,Hopital Avicenne,Bobigny,France
NCT00207831,Institut de Cancérologie et d'Hématologie,Brest,France
NCT00207831,Centre Hospitalier,Brive La Gaillarde,France
NCT00207831,Centre d'Oncologie-radiothérapie d'Eure et Loir,Chartres,France
NCT00207831,Centre Jean Perrin,Clermont Ferrand,France
NCT00207831,Centre Médical République,Clermont-Ferrand,France
NCT00207831,Clinique du Mail,Grenoble,France
NCT00207831,Centre Hospitalier Départemental,La Roche Sur Yon,France
NCT00207831,Centre Guillaume le Conquérant,Le Havre,France
NCT00207831,Centre Oscar Lambret,Lille,France
NCT00207831,Centre Hospitalier,Lorient,France
NCT00207831,Centre léon Bérard,Lyon,France
NCT00207831,Centre Gray,Maubeuge,France
NCT00207831,Clinique du Pont de Chaume,Montauban,France
NCT00207831,Polyclinique St Roch,Montpellier,France
NCT00207831,Clinique Valdegour,Nimes,France
NCT00207831,Centre Hospitalier,Niort,France
NCT00207831,Centre Hospitalier Universitaire,Poitiers,France
NCT00207831,Centre Hospitalier de Cornouaille,Quimper,France
NCT00207831,Centre Eugène Marquis,Rennes,France
NCT00207831,Centre Hospitalier,Rodez,France
NCT00207831,Centre Frédéric Joliot,Rouen,France
NCT00207831,Clinique Armoricaine de Radiologie,Saint Brieuc,France
NCT00207831,Centre de Radiothérapie,Strasbourg,France
NCT00207831,Centre des Hautes Energies,Toulouse,France
NCT00207831,Clinique Fleming,Tours,France
NCT04458831,Centre Hospitalier Victor Dupouy - Investigational Site Number : 2500007,Argenteuil,France
NCT04458831,Investigational Site Number : 2500017,Cahors,France
NCT04458831,Centre Hospitalier Metropole Savoie - Investigational Site Number : 2500006,Chambéry,France
NCT04458831,"Clinique Louis Pasteur, Maison Médicale - Investigational Site Number : 2500012",Essey Les Nancy,France
NCT04458831,Centre Hospitalier Le Mans - Investigational Site Number : 2500015,Le Mans,France
NCT04458831,Investigational Site Number : 2500013,Lille,France
NCT04458831,Investigational Site Number : 2500004,Montpellier,France
NCT04458831,Investigational Site Number : 2500009,Pessac,France
NCT04458831,CHU Poitiers - Hôpital la Milétrie - Investigational Site Number : 2500008,Poitiers,France
NCT04458831,CHU Reims - Hôpital Robert Debré - Investigational Site Number : 2500010,Reims,France
NCT04458831,Investigational Site Number : 2500001,Rouen,France
NCT04458831,Investigational Site Number : 2500005,Saint Priest En Jarez,France
NCT04458831,Investigational Site Number : 2500014,Saint Quentin,France
NCT04458831,Investigational Site Number : 2500016,Tarbes,France
NCT04458831,Investigational Site Number : 2500011,Vannes,France
NCT04570631,Institut Paoli-Calmettes /ID# 222307,Marseille,France
NCT04570631,CHRU Lille - Hopital Claude Huriez /ID# 222302,Lille,France
NCT04570631,"CHU de Nantes, Hotel Dieu -HME /ID# 222303",Nantes,France
NCT04570631,HCL - Hopital Lyon Sud /ID# 222304,Pierre Benite,France
NCT04570631,Institut Gustave Roussy /ID# 223951,Villejuif,France
NCT03672331,Gustave roussy,Villejuif,France
NCT00385827,,Caen,France
NCT00385827,,Le Mans,France
NCT00385827,,Lyon,France
NCT00385827,,Villejuif,France
NCT04624373,Nicolas Guibert,Toulouse,France
NCT03971773,Assistance publique hopitaux de Marseille,Marseille,France
NCT03828773,Henri Mondor Hospital,Créteil,France
NCT05601973,Chu Angers,Angers,France
NCT05601973,Centre Hospitalier d'Avignon,Avignon,France
NCT05601973,Centre Léon Bérard,Lyon,France
NCT05273931,Centre Léon Bérard,Lyon,France
NCT05273931,Hôpital Edouard Herriot (HCL),Lyon,France
NCT05156931,CHU Clermont-Ferrand,Clermont-Ferrand,France
NCT03976531,"Institut Bergonié, Comprehensive Cancer Center",Bordeaux,France
NCT01808573,"South Lyon Hospital Center, Department of Clinical Hematology and Medical Oncology",Pierre-Benite,France
NCT01808573,Center Jean Perrin,Clermont-Ferrand,France
NCT01808573,Saint-Louis Hospital,Paris,France
NCT01808573,"Clinic Sainte Anne, Center for Radiotherapy",Strasbourg,France
NCT01808573,"Gustave Roussy Oncology Institute, Department of Medicine",Villejuif,France
NCT05364073,ArriVent Investigative Site,Lyon,France
NCT05364073,Arrivent Investigative Site,Toulouse,France
NCT05364073,Arrivent Investigative Site,Villejuif,France
NCT01999673,Peregrine Pharmaceuticals Investigational Site,Marseille,France
NCT01999673,Peregrine Pharmaceuticals Investigational Site,Caen,France
NCT01999673,Peregrine Pharmaceuticals Investigational Site,Brest,France
NCT01999673,Peregrine Pharmaceuticals Investigational Site,Nantes,France
NCT01999673,Peregrine Pharmaceuticals Investigational Site,Nancy,France
NCT01999673,Peregrine Pharmaceuticals Investigational Site,Bayonne,France
NCT01999673,Peregrine Pharmaceuticals Investigational Site,Rennes,France
NCT01999673,Peregrine Pharmaceuticals Investigational Site,Saint Priest En Jarez,France
NCT01999673,Peregrine Pharmaceuticals Investigational Site,Saint-Herblain,France
NCT02993731,Hôpital Sud - CHU Amiens Picardie,Amiens,France
